,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,fridge_13,fridge_14,fridge_15,fridge_16,fridge_17,fridge_18,fridge_19,fridge_20,fridge_21,fridge_22,fridge_23,fridge_24,fridge_25,fridge_26,fridge_27,fridge_28,fridge_29,fridge_30,fridge_31,fridge_32,fridge_33,fridge_34,fridge_35,fridge_36,fridge_37,fridge_38,fridge_39,fridge_40,fridge_41,fridge_42,fridge_43,fridge_44,fridge_45,fridge_46,fridge_47,fridge_48,fridge_49,fridge_50,fridge_51,fridge_52,fridge_53,fridge_54,fridge_55,fridge_56,fridge_57,fridge_58,fridge_59,fridge_60,fridge_61,fridge_62,fridge_63,fridge_64,fridge_65,fridge_66,fridge_67,fridge_68,fridge_69,fridge_70,fridge_71,fridge_72,fridge_73,fridge_74,fridge_75,fridge_76,fridge_77,fridge_78,fridge_79,fridge_80,fridge_81,fridge_82,fridge_83,fridge_84,fridge_85,fridge_86,fridge_87,fridge_88,fridge_89,fridge_90,fridge_91,fridge_92,fridge_93,fridge_94,fridge_95,fridge_96,fridge_97,fridge_98,fridge_99,fridge_100
109,4.0,75,65,74,0.0,0,75,79.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,65.0,1.0,118.0,2.0,0.0,0.0,121.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,122.0,0.0,0.0,2.0,41.0,45.0,41.0,2.0,2.0,41.0,42.0,2.0,2.0,43.0,2.0,2.0,45.0,2.0,42.0,2.0,2.0,44.0,41.0,41.0,2.0,2.0,2.0,41.0,43.0,40.0,45.0,47.0,2.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,54.0,0.0,56.0,55.0,0.0,0.0,54.0,916.0,0.0,0.0,0.0,62.0,0.0,55.0,0.0,53.0,57.0,0.0
110,0.0,76,65,74,0.0,0,75,78.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,123.0,0.0,0.0,0.0,1413.0,0.0,0.0,118.0,2.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,1333.0,0.0,0.0,122.0,0.0,0.0,118.0,0.0,0.0,2.0,41.0,45.0,41.0,2.0,2.0,41.0,42.0,2.0,2.0,42.0,2.0,2.0,45.0,2.0,41.0,2.0,2.0,44.0,41.0,41.0,2.0,2.0,2.0,41.0,42.0,2.0,45.0,47.0,37.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,52.0,0.0,55.0,53.0,0.0,0.0,53.0,62.0,0.0,0.0,0.0,60.0,0.0,53.0,0.0,10.0,55.0,0.0
111,0.0,75,0,74,0.0,0,74,78.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,117.0,0.0,0.0,0.0,132.0,0.0,0.0,116.0,0.0,0.0,0.0,117.0,0.0,1.0,675.5,0.0,145.0,0.0,0.0,119.0,0.0,0.0,119.0,0.0,0.0,2.0,41.0,45.0,41.0,2.0,2.0,41.0,42.0,2.0,2.0,42.0,2.0,2.0,45.0,2.0,41.0,2.0,2.0,44.0,2.0,41.0,2.0,2.0,2.0,41.0,42.0,2.0,45.0,47.0,38.0,55.0,0.0,0.0,0.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,60.0,0.0,933.0,940.0,57.0,0.0,0.0,0.0,0.0,53.0,0.0
112,0.0,75,0,73,0.0,0,74,77.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,116.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,127.0,0.0,0.0,87.0,0.0,0.0,118.0,0.0,0.0,2.0,41.0,45.0,41.0,2.0,2.0,41.0,41.0,2.0,2.0,42.0,2.0,2.0,45.0,2.0,41.0,2.0,36.0,44.0,2.0,40.0,2.0,2.0,2.0,41.0,42.0,2.0,46.0,47.0,44.0,53.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,60.0,62.0,55.0,0.0,0.0,899.0,0.0,2.0,0.0
113,0.0,75,0,73,0.0,0,75,76.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,115.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,2.0,41.0,45.0,41.0,2.0,2.0,41.0,41.0,2.0,2.0,42.0,2.0,2.0,45.0,37.0,41.0,2.0,37.0,45.0,2.0,2.0,2.0,2.0,2.0,41.0,42.0,2.0,45.0,46.0,44.0,0.0,900.0,0.0,0.0,58.0,0.0,916.0,0.0,0.0,0.0,0.0,489.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,57.0,60.0,53.0,0.0,0.0,60.0,0.0,0.0,0.0
114,0.0,75,0,73,0.0,0,74,77.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,113.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,127.0,0.0,0.0,0.0,1.0,0.0,105.0,0.0,0.0,2.0,41.0,45.0,41.0,2.0,2.0,40.0,41.0,2.0,2.0,42.0,2.0,2.0,45.0,38.0,41.0,2.0,44.0,45.0,2.0,2.0,2.0,2.0,2.0,41.0,41.0,2.0,43.0,46.0,45.0,0.0,62.0,0.0,0.0,56.0,0.0,62.0,0.0,0.0,0.0,968.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,55.0,58.0,2.0,0.0,0.0,57.0,0.0,0.0,0.0
115,0.0,75,0,75,0.0,0,74,77.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,112.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,41.0,45.0,41.0,2.0,2.0,41.0,41.0,36.0,2.0,42.0,2.0,2.0,45.0,44.0,41.0,36.0,44.0,45.0,2.0,2.0,2.0,2.0,2.0,41.0,41.0,2.0,43.0,46.0,45.0,0.0,59.0,0.0,960.0,54.0,0.0,59.0,960.0,0.0,0.0,62.0,57.0,0.0,0.0,0.0,0.0,956.0,940.0,0.0,33.0,0.0,53.0,56.0,0.0,0.0,0.0,55.0,0.0,0.0,931.0
116,277.0,75,0,71,0.0,0,74,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,116.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,45.0,2.0,2.0,2.0,41.0,41.0,38.0,2.0,41.0,2.0,2.0,45.0,44.0,41.0,39.0,44.0,45.0,2.0,2.0,2.0,2.0,2.0,41.0,41.0,2.0,42.0,45.0,45.0,0.0,56.0,0.0,61.0,8.0,0.0,56.0,60.0,0.0,0.0,59.0,55.0,0.0,0.0,0.0,0.0,64.0,62.0,0.0,0.0,0.0,14.0,54.0,0.0,0.0,0.0,53.0,0.0,0.0,63.0
117,80.0,75,0,0,0.0,0,74,78.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,116.0,0.0,123.0,0.0,0.0,1.0,0.0,1327.0,0.0,0.0,0.0,2.0,40.0,45.0,2.0,2.0,2.0,40.0,41.0,44.0,2.0,41.0,35.0,2.0,44.0,44.0,41.0,44.0,44.0,45.0,2.0,2.0,2.0,2.0,2.0,41.0,41.0,2.0,43.0,45.0,45.0,0.0,54.0,879.0,58.0,0.0,0.0,54.0,57.0,0.0,0.0,57.0,54.0,0.0,0.0,0.0,0.0,61.0,59.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,38.0,0.0,0.0,59.0
118,70.0,75,0,0,0.0,0,74,73.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,1375.0,134.0,2.0,2.0,0.0,2.0,40.0,46.0,2.0,2.0,2.0,40.0,41.0,44.0,2.0,41.0,37.0,2.0,43.0,45.0,41.0,44.0,44.0,45.0,2.0,2.0,2.0,2.0,2.0,41.0,41.0,2.0,42.0,45.0,46.0,0.0,21.0,62.0,56.0,0.0,0.0,51.0,55.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,58.0,57.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
119,68.0,75,0,0,0.0,0,74,70.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,136.0,125.0,2.0,2.0,0.0,2.0,30.0,44.0,2.0,2.0,2.0,40.0,41.0,44.0,2.0,41.0,44.0,2.0,43.0,45.0,41.0,44.0,45.0,46.0,2.0,2.0,2.0,2.0,2.0,41.0,41.0,2.0,42.0,45.0,46.0,0.0,0.0,60.0,55.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,56.0,55.0,0.0,0.0,949.0,0.0,0.0,0.0,971.0,0.0,0.0,0.0,0.0,56.0
120,68.0,75,0,0,0.0,0,75,69.0,0.0,0.0,1325.0,0.0,0.0,0.0,114.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,127.0,122.0,0.0,0.0,0.0,2.0,2.0,43.0,2.0,2.0,2.0,40.0,41.0,44.0,2.0,41.0,44.0,2.0,43.0,45.0,41.0,45.0,45.0,44.0,2.0,2.0,2.0,2.0,39.0,41.0,41.0,2.0,42.0,45.0,46.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,28.0,0.0,923.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,53.0,0.0,0.0,61.0,0.0,0.0,0.0,60.5,0.0,0.0,0.0,0.0,54.0
121,68.0,75,0,0,0.0,310,72,69.0,0.0,0.0,138.0,0.0,0.0,0.0,114.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0,121.0,0.0,2.0,1357.0,2.0,2.0,43.0,2.0,2.0,2.0,40.0,41.0,45.0,2.0,41.0,44.0,2.0,43.0,45.0,2.0,45.0,45.0,43.0,2.0,2.0,2.0,2.0,37.0,2.0,41.0,2.0,41.0,45.0,46.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0
122,67.0,77,0,0,0.0,78,64,68.0,0.0,0.0,127.0,0.0,0.0,0.0,114.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1380.0,0.0,0.0,119.0,119.0,1.0,0.0,133.0,2.0,2.0,43.0,2.0,2.0,41.0,2.0,41.0,45.0,32.0,41.0,44.0,2.0,42.0,45.0,2.0,45.0,45.0,43.0,2.0,2.0,2.0,2.0,44.0,2.0,41.0,2.0,41.0,44.0,46.0,0.0,0.0,43.0,0.0,0.0,72.0,0.0,0.0,912.0,58.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
123,67.0,70,0,0,0.0,69,0,68.0,0.0,0.0,123.0,0.0,0.0,0.0,112.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,1331.0,0.0,119.0,116.0,4.0,0.0,128.0,2.0,2.0,42.0,2.0,2.0,36.0,2.0,2.0,45.0,37.0,41.0,45.0,2.0,42.0,45.0,2.0,45.0,45.0,42.0,2.0,2.0,2.0,2.0,44.0,2.0,41.0,2.0,42.0,44.0,46.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,63.0,56.0,0.0,0.0,0.0,62.0,0.0,967.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
124,67.0,41,0,0,0.0,67,0,67.0,0.0,0.0,123.0,0.0,0.0,1422.0,37.0,0.0,118.0,0.0,1413.0,0.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,141.0,0.0,117.0,1.0,0.0,0.0,121.0,2.0,2.0,42.0,2.0,2.0,44.0,2.0,2.0,45.0,42.0,41.0,45.0,2.0,42.0,46.0,2.0,45.0,45.0,43.0,2.0,2.0,2.0,2.0,44.0,2.0,40.0,2.0,41.0,44.0,46.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,60.0,54.0,0.0,0.0,909.0,59.0,940.0,62.0,0.0,0.0,960.0,0.0,53.0,0.0,0.0,0.0,39.0,935.0,0.0,944.0,0.0,0.0
125,66.0,2,0,0,0.0,67,0,67.0,0.0,0.0,122.0,0.0,0.0,133.0,0.0,0.0,117.0,0.0,134.0,0.0,0.0,0.0,0.0,133.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,130.0,0.0,116.0,0.0,2.0,2.0,121.0,2.0,2.0,42.0,2.0,2.0,44.0,2.0,2.0,45.0,44.0,41.0,45.0,2.0,42.0,46.0,2.0,45.0,45.0,43.0,2.0,2.0,2.0,2.0,44.0,2.0,40.0,2.0,41.0,44.0,47.0,949.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,57.0,53.0,0.0,0.0,62.0,57.0,61.0,60.0,0.0,0.0,62.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,62.0,899.0,0.0
126,3.0,0,0,0,0.0,67,0,67.0,0.0,0.0,121.0,0.0,0.0,121.0,0.0,0.0,6.0,0.0,129.0,0.0,0.0,0.0,0.0,123.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,124.0,0.0,0.0,0.0,0.0,1329.0,117.0,2.0,2.0,42.0,2.0,2.0,44.0,2.0,2.0,45.0,44.0,41.0,45.0,2.0,42.0,46.0,2.0,45.0,45.0,42.0,2.0,2.0,2.0,41.0,44.0,2.0,40.0,2.0,41.0,44.0,44.0,63.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,55.0,0.0,0.0,0.0,58.0,55.0,59.0,57.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,59.0,61.0,0.0
127,0.0,0,0,0,0.0,66,0,67.0,0.0,0.0,118.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,118.0,125.0,0.0,0.0,0.0,1342.0,0.0,0.0,0.0,123.0,124.0,0.0,0.0,2.0,2.0,134.0,115.0,2.0,2.0,42.0,2.0,2.0,44.0,2.0,2.0,45.0,45.0,41.0,45.0,2.0,41.0,47.0,2.0,45.0,46.0,42.0,2.0,2.0,2.0,35.0,44.0,2.0,40.0,2.0,41.0,44.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,53.0,56.0,55.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,949.0,0.0,56.0,0.0,57.0,58.0,0.0
128,0.0,0,0,0,0.0,66,0,0.0,304.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,118.0,117.0,0.0,1287.0,0.0,137.0,4.0,1353.0,0.0,123.0,122.0,0.0,2.0,1.0,2.0,128.0,116.0,2.0,2.0,42.0,2.0,2.0,44.0,2.0,2.0,45.0,45.0,41.0,45.0,2.0,41.0,45.0,2.0,45.0,44.0,42.0,2.0,2.0,2.0,44.0,45.0,2.0,40.0,2.0,41.0,44.0,44.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,55.0,54.0,0.0,0.0,55.0,960.0,0.0,0.0,0.0,60.0,0.0,53.0,0.0,55.0,56.0,0.0
129,0.0,0,0,0,0.0,66,0,0.0,80.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,1.0,0.0,115.0,118.0,0.0,128.0,0.0,130.0,4.0,134.0,0.0,121.0,122.0,0.0,2.0,0.0,0.0,121.0,114.0,2.0,2.0,42.0,2.0,2.0,45.0,2.0,2.0,45.0,45.0,41.0,45.0,2.0,41.0,44.0,2.0,47.0,43.0,41.0,2.0,2.0,2.0,44.0,45.0,2.0,37.0,2.0,41.0,44.0,43.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,8.0,0.0,0.0,0.0,53.0,62.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,54.0,54.0,0.0
130,3.0,0,0,0,0.0,65,0,0.0,71.0,0.0,0.0,1350.0,0.0,117.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,1.0,0.0,115.0,117.0,0.0,119.0,0.0,123.0,0.0,129.0,0.0,118.0,119.0,0.0,0.0,0.0,0.0,119.0,0.0,2.0,2.0,42.0,2.0,2.0,45.0,2.0,2.0,44.0,45.0,39.0,45.0,2.0,41.0,43.0,2.0,45.0,43.0,41.0,2.0,2.0,2.0,44.0,45.0,2.0,2.0,2.0,41.0,44.0,43.0,53.0,0.0,0.0,0.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,60.0,0.0,971.0,0.0,56.0,0.0,0.0,916.0,0.0,5.0,0.0
131,6.0,0,0,0,0.0,2,0,0.0,69.0,0.0,0.0,134.0,0.0,115.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,1353.0,0.0,113.0,116.0,1325.0,119.0,0.0,123.0,0.0,118.0,0.0,79.0,117.0,0.0,0.0,0.0,1283.0,118.0,0.0,2.0,2.0,41.0,2.0,35.0,45.0,2.0,2.0,43.0,46.0,2.0,46.0,2.0,41.0,43.0,2.0,44.0,43.0,41.0,2.0,2.0,2.0,44.0,45.0,2.0,2.0,2.0,40.0,44.0,43.0,1.0,923.0,0.0,0.0,61.0,0.0,918.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,61.0,959.0,53.0,0.0,0.0,62.0,0.0,0.0,0.0
132,0.0,0,0,0,309.0,0,0,0.0,68.0,297.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,135.0,0.0,0.0,114.75,128.0,118.0,0.0,121.0,0.0,119.0,0.0,0.0,0.0,0.0,2.0,0.0,132.0,116.0,0.0,2.0,2.0,41.0,2.0,38.0,45.0,2.0,2.0,43.0,46.0,2.0,44.0,2.0,41.0,43.0,2.0,44.0,43.0,41.0,2.0,2.0,2.0,45.0,45.0,2.0,2.0,2.0,40.0,44.0,43.0,0.0,61.0,0.0,0.0,58.0,0.0,62.0,0.0,0.0,0.0,905.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,59.0,61.0,52.0,0.0,0.0,59.0,0.0,0.0,0.0
133,0.0,0,0,0,79.0,0,0,0.0,68.0,82.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,118.0,117.0,0.0,119.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,117.0,0.0,2.0,2.0,41.0,2.0,44.0,45.0,2.0,2.0,43.0,46.0,2.0,44.0,2.0,41.0,42.0,2.0,43.0,42.0,41.0,2.0,2.0,2.0,45.0,45.0,2.0,2.0,2.0,41.0,44.0,43.0,0.0,58.0,0.0,0.0,56.0,0.0,59.0,978.0,0.0,0.0,62.0,60.0,0.0,0.0,0.0,0.0,921.0,968.0,0.0,53.0,0.0,57.0,58.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
134,0.0,0,0,0,73.0,0,0,0.0,68.0,76.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1366.0,0.0,0.0,117.0,113.0,0.0,117.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,4.0,0.0,2.0,2.0,41.0,2.0,44.0,45.0,2.0,2.0,43.0,46.0,2.0,43.0,2.0,41.0,43.0,2.0,43.0,42.0,41.0,2.0,2.0,2.0,45.0,45.0,2.0,2.0,2.0,40.0,44.0,42.0,0.0,55.0,0.0,899.0,55.0,0.0,56.0,62.0,0.0,0.0,58.0,57.0,0.0,0.0,0.0,0.0,62.0,64.0,0.0,2.0,0.0,55.0,56.0,0.0,0.0,0.0,55.0,0.0,0.0,931.0
135,0.0,0,0,0,68.0,0,0,0.0,68.0,74.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,132.0,0.0,0.0,117.0,0.0,1361.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,2.0,2.0,2.0,41.0,2.0,44.0,45.0,2.0,2.0,42.0,46.0,2.0,43.0,2.0,41.0,42.0,2.0,42.0,42.0,41.0,2.0,2.0,15.0,45.0,43.0,2.0,2.0,2.0,40.0,44.0,42.0,0.0,53.0,931.0,61.0,0.0,0.0,54.0,59.0,0.0,0.0,56.0,55.0,0.0,0.0,0.0,0.0,59.0,60.0,0.0,0.0,0.0,53.0,55.0,0.0,0.0,0.0,53.0,0.0,0.0,61.0
136,0.0,0,0,0,67.0,0,0,0.0,67.0,74.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,1399.0,0.0,0.0,0.0,118.0,121.0,0.0,0.0,115.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,118.0,0.0,2.0,2.0,2.0,41.0,2.0,44.0,45.0,2.0,2.0,42.0,46.0,2.0,43.0,2.0,41.0,42.0,2.0,43.0,42.0,41.0,2.0,2.0,37.0,45.0,43.0,2.0,2.0,2.0,40.0,44.0,42.0,0.0,5.0,61.0,58.0,0.0,0.0,33.0,56.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,56.0,58.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0
137,0.0,0,0,0,67.0,0,0,0.0,67.0,75.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,117.0,121.0,0.0,0.0,114.0,1.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.0,0.0,0.0,117.0,0.0,0.0,2.0,2.0,41.0,2.0,44.0,45.0,2.0,2.0,42.0,46.0,2.0,43.0,2.0,41.0,42.0,2.0,42.0,42.0,41.0,2.0,2.0,38.0,45.0,43.0,2.0,2.0,2.0,40.0,44.0,42.0,0.0,0.0,58.0,55.0,0.0,0.0,0.0,54.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,55.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,0.0,0.0,0.0,0.0,56.0
138,0.0,0,0,0,66.0,0,0,0.0,66.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,117.0,119.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,41.0,2.0,45.0,44.0,2.0,2.0,42.0,46.0,2.0,42.0,35.0,41.0,42.0,2.0,42.0,42.0,41.0,39.0,2.0,44.0,46.0,43.0,2.0,2.0,2.0,2.0,44.0,42.0,0.0,0.0,56.0,53.0,0.0,0.0,0.0,1.0,0.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,55.0,0.0,0.0,924.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,54.0
139,0.0,0,0,0,66.0,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,41.0,2.0,45.0,43.0,2.0,2.0,42.0,46.0,2.0,42.0,37.0,41.0,42.0,2.0,42.0,42.0,41.0,36.0,2.0,44.0,45.0,42.0,2.0,2.0,2.0,2.0,44.0,42.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,897.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0,0,0,66.0,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,2.0,0.0,43.0,2.0,41.0,2.0,45.0,43.0,2.0,2.0,42.0,47.0,2.0,42.0,44.0,9.0,42.0,2.0,42.0,42.0,41.0,44.0,2.0,44.0,45.0,42.0,2.0,2.0,2.0,2.0,44.0,42.0,0.0,0.0,53.0,0.0,0.0,970.0,0.0,0.0,64.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0,0,276,65.0,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,1314.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,41.0,2.0,45.0,42.0,2.0,2.0,41.0,45.0,2.0,42.0,44.0,2.0,41.0,2.0,41.0,41.0,41.0,44.0,2.0,44.0,46.0,42.0,2.0,2.0,36.0,2.0,44.0,42.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,57.0,0.0,0.0,0.0,0.0,967.0,957.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0,0,78,26.0,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,137.0,2.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,135.0,0.0,1329.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,41.0,2.0,45.0,42.0,2.0,2.0,41.0,44.0,2.0,42.0,44.0,2.0,41.0,2.0,41.0,41.0,41.0,44.0,35.0,45.0,44.0,42.0,2.0,2.0,37.0,2.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,58.0,55.0,0.0,0.0,0.0,970.0,62.0,63.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,53.0,926.0,0.0,978.0,0.0,0.0
