PGE,SCE,SDGE,VEA,CAISO,timestamp
9900.1,9492.77,2127.31,70.12,21590.3,2024-01-01 01:00:00
9596.68,9191.53,2133.96,70.95,20993.12,2024-01-01 02:00:00
9251.76,9006.48,2061.19,72.34,20391.78,2024-01-01 03:00:00
9079.88,8769.04,1986.3,74.98,19910.2,2024-01-01 04:00:00
9049.64,8694.78,1917.04,79.62,19741.08,2024-01-01 05:00:00
9237.19,8812.33,1926.63,86.56,20062.71,2024-01-01 06:00:00
9606.86,9053.31,1954.69,93.29,20708.15,2024-01-01 07:00:00
9924.55,9095.72,1966.41,93.86,21080.54,2024-01-01 08:00:00
9932.51,8993.47,1843.3,129.62,20898.9,2024-01-01 09:00:00
9627.06,9290.25,1675.59,122.78,20715.68,2024-01-01 10:00:00
9251.97,9762.38,1677.31,127.88,20819.55,2024-01-01 11:00:00
8899.43,9717.74,1579.07,120.83,20317.07,2024-01-01 12:00:00
8844.84,9470.03,1503.32,107.2,19925.39,2024-01-01 13:00:00
8967.02,9208.22,1595.37,83.83,19854.43,2024-01-01 14:00:00
9309.66,8984.38,1632.09,54.74,19980.86,2024-01-01 15:00:00
9598.26,8929.37,1812.61,55.77,20396.01,2024-01-01 16:00:00
10211.35,9795.32,2223.14,63.53,22293.34,2024-01-01 17:00:00
11216.64,10776.53,2481.23,73.08,24547.47,2024-01-01 18:00:00
11354.39,10891.92,2517.54,75.48,24839.33,2024-01-01 19:00:00
11142.82,10843.17,2458.63,76.74,24521.36,2024-01-01 20:00:00
11109.11,10732.31,2397.06,77.4,24315.88,2024-01-01 21:00:00
10827.9,10672.63,2310.8,78.53,23889.87,2024-01-01 22:00:00
10316.21,10232.65,2162.16,77.6,22788.62,2024-01-01 23:00:00
9757.36,9691.84,2025.81,76.94,21551.96,2024-01-02 00:00:00
9401.76,9266.42,2021.12,78.34,20767.63,2024-01-02 01:00:00
9055.79,9141.21,1944.58,80.38,20221.96,2024-01-02 02:00:00
8837.2,9004.76,1898.05,83.35,19823.36,2024-01-02 03:00:00
8797.92,8851.08,1872.85,86.78,19608.64,2024-01-02 04:00:00
8990.87,9037.86,1914.18,93.09,20036.0,2024-01-02 05:00:00
9599.2,9708.33,2046.79,102.51,21456.82,2024-01-02 06:00:00
10449.04,10490.71,2250.07,110.73,23300.54,2024-01-02 07:00:00
11270.29,10952.33,2327.61,111.13,24661.36,2024-01-02 08:00:00
11695.62,11382.6,2291.42,155.88,25525.53,2024-01-02 09:00:00
11648.77,11606.48,2164.54,149.62,25569.41,2024-01-02 10:00:00
11372.67,11571.91,1954.31,111.41,25010.3,2024-01-02 11:00:00
11036.12,11551.41,1798.31,127.24,24513.07,2024-01-02 12:00:00
10768.61,10975.2,1640.87,108.79,23493.47,2024-01-02 13:00:00
10722.86,10892.43,1675.9,78.64,23369.84,2024-01-02 14:00:00
11286.54,10789.2,1851.83,71.8,23999.37,2024-01-02 15:00:00
11613.71,10662.03,2114.74,65.18,24455.66,2024-01-02 16:00:00
12102.35,11097.52,2404.26,70.75,25674.88,2024-01-02 17:00:00
12708.47,11963.89,2686.0,77.28,27435.64,2024-01-02 18:00:00
12589.73,11960.72,2689.23,81.07,27320.75,2024-01-02 19:00:00
12283.26,11873.29,2620.56,82.6,26859.71,2024-01-02 20:00:00
11970.87,11724.2,2530.25,83.12,26308.44,2024-01-02 21:00:00
11575.91,11602.2,2415.39,83.03,25676.53,2024-01-02 22:00:00
10902.19,10996.79,2241.8,81.09,24221.87,2024-01-02 23:00:00
10263.88,10521.68,2096.4,78.77,22960.73,2024-01-03 00:00:00
10120.97,9858.82,2051.92,77.59,22109.31,2024-01-03 01:00:00
9919.41,9643.16,1972.23,76.64,21611.44,2024-01-03 02:00:00
10052.04,9339.81,1912.38,76.75,21380.97,2024-01-03 03:00:00
10026.47,9161.71,1929.17,77.16,21194.5,2024-01-03 04:00:00
9640.31,9241.32,1992.98,79.61,20954.22,2024-01-03 05:00:00
10169.21,9630.15,2029.08,82.16,21910.6,2024-01-03 06:00:00
10823.14,10510.9,2193.53,87.96,23615.54,2024-01-03 07:00:00
11350.52,11128.11,2447.06,92.95,25018.64,2024-01-03 08:00:00
11365.29,11506.59,2640.06,96.13,25608.08,2024-01-03 09:00:00
10984.11,11492.56,2823.16,93.91,25393.73,2024-01-03 10:00:00
10356.77,11555.37,2763.41,88.73,24764.28,2024-01-03 11:00:00
10226.53,10894.71,2440.44,90.34,23652.02,2024-01-03 12:00:00
10467.29,10654.48,2099.15,80.53,23301.45,2024-01-03 13:00:00
10290.67,10608.25,1946.5,63.19,22908.61,2024-01-03 14:00:00
10686.66,10851.79,2067.36,68.56,23674.36,2024-01-03 15:00:00
11137.08,10917.62,2265.55,79.43,24399.69,2024-01-03 16:00:00
11829.0,11417.19,2507.81,83.44,25837.44,2024-01-03 17:00:00
12555.64,12124.51,2767.7,91.39,27539.24,2024-01-03 18:00:00
12560.74,12172.44,2774.46,92.76,27600.4,2024-01-03 19:00:00
12308.4,12040.7,2687.47,94.23,27130.81,2024-01-03 20:00:00
12053.29,11863.3,2595.26,93.36,26605.21,2024-01-03 21:00:00
11688.22,11641.92,2472.71,90.12,25892.96,2024-01-03 22:00:00
11055.2,11098.98,2331.29,85.86,24571.32,2024-01-03 23:00:00
10441.49,10510.09,2295.22,82.3,23329.1,2024-01-04 00:00:00
10033.38,9856.82,2160.05,80.13,22130.37,2024-01-04 01:00:00
10059.57,9469.84,2091.18,79.47,21700.07,2024-01-04 02:00:00
10030.68,9314.24,2051.82,80.77,21477.5,2024-01-04 03:00:00
9840.6,9254.25,1995.52,82.96,21173.32,2024-01-04 04:00:00
9690.43,9433.56,1979.36,86.99,21190.34,2024-01-04 05:00:00
10218.64,10041.05,2102.54,93.12,22455.34,2024-01-04 06:00:00
11113.81,10887.9,2322.88,100.23,24424.82,2024-01-04 07:00:00
11854.5,11255.8,2404.0,99.69,25613.99,2024-01-04 08:00:00
11940.89,11400.47,2338.78,131.3,25811.44,2024-01-04 09:00:00
11242.47,11510.92,2011.16,127.61,24892.18,2024-01-04 10:00:00
10606.38,11529.38,1746.81,108.34,23990.9,2024-01-04 11:00:00
10178.16,11629.19,1648.39,123.65,23579.39,2024-01-04 12:00:00
10145.4,11908.61,1637.8,129.66,23821.47,2024-01-04 13:00:00
9960.78,11680.18,1967.64,122.27,23730.88,2024-01-04 14:00:00
9909.02,11586.34,2090.94,86.47,23672.77,2024-01-04 15:00:00
10391.29,10734.62,2146.3,73.53,23345.73,2024-01-04 16:00:00
11326.63,11136.44,2414.18,73.34,24950.59,2024-01-04 17:00:00
12300.63,12038.15,2674.55,83.3,27096.63,2024-01-04 18:00:00
12391.31,12101.95,2700.31,84.99,27278.56,2024-01-04 19:00:00
12177.3,12224.25,2647.49,86.32,27135.35,2024-01-04 20:00:00
11991.18,11872.01,2575.53,85.68,26524.4,2024-01-04 21:00:00
11480.83,11588.16,2535.4,83.46,25687.84,2024-01-04 22:00:00
10958.26,11410.05,2407.45,79.9,24855.65,2024-01-04 23:00:00
10374.29,10978.34,2359.05,77.76,23789.44,2024-01-05 00:00:00
10145.07,10131.17,2410.67,77.56,22764.47,2024-01-05 01:00:00
9824.28,9762.16,2249.63,78.7,21914.78,2024-01-05 02:00:00
9655.85,9534.17,2058.75,80.88,21329.65,2024-01-05 03:00:00
9678.82,9469.22,2026.31,83.37,21257.72,2024-01-05 04:00:00
9687.75,9668.52,2087.97,88.78,21533.03,2024-01-05 05:00:00
10085.39,10238.39,2174.66,94.62,22593.06,2024-01-05 06:00:00
10878.76,10999.79,2364.72,99.89,24343.17,2024-01-05 07:00:00
11503.34,11415.82,2537.22,102.15,25558.52,2024-01-05 08:00:00
11472.43,11707.26,2394.18,99.41,25673.27,2024-01-05 09:00:00
10656.05,11602.86,2068.66,88.29,24415.86,2024-01-05 10:00:00
9877.97,12005.05,1919.23,79.28,23881.5,2024-01-05 11:00:00
9010.57,11530.47,1781.25,67.91,22390.2,2024-01-05 12:00:00
9309.57,11038.26,1869.95,88.65,22306.43,2024-01-05 13:00:00
9585.49,11249.13,2015.56,122.21,22972.39,2024-01-05 14:00:00
10100.86,11508.64,2143.9,122.46,23875.85,2024-01-05 15:00:00
10450.08,10966.74,2276.73,74.82,23768.36,2024-01-05 16:00:00
11195.72,10964.79,2431.78,71.14,24663.42,2024-01-05 17:00:00
12088.55,11823.57,2626.13,80.21,26618.46,2024-01-05 18:00:00
12132.04,11895.51,2634.74,81.87,26744.15,2024-01-05 19:00:00
11873.94,11817.04,2579.38,84.48,26354.84,2024-01-05 20:00:00
11637.33,11758.52,2519.55,86.39,26001.78,2024-01-05 21:00:00
11344.43,11740.45,2439.17,84.08,25608.14,2024-01-05 22:00:00
10835.21,11230.26,2287.1,81.25,24433.83,2024-01-05 23:00:00
10394.64,10580.4,2143.24,79.08,23197.36,2024-01-06 00:00:00
10272.22,10112.63,2158.24,78.92,22622.0,2024-01-06 01:00:00
9906.8,9719.93,2074.9,80.93,21782.56,2024-01-06 02:00:00
9727.71,9439.09,2004.74,82.92,21254.46,2024-01-06 03:00:00
9643.71,9315.01,1968.2,86.72,21013.64,2024-01-06 04:00:00
9706.74,9362.76,1970.45,91.93,21131.88,2024-01-06 05:00:00
9966.98,9629.53,2006.1,98.82,21701.44,2024-01-06 06:00:00
10434.04,10060.73,2108.29,105.62,22708.67,2024-01-06 07:00:00
10893.21,9993.11,2180.16,108.85,23175.33,2024-01-06 08:00:00
11054.38,9667.1,2118.26,124.94,22964.68,2024-01-06 09:00:00
11075.88,9729.13,1846.94,132.74,22784.68,2024-01-06 10:00:00
11315.94,10021.32,1650.62,108.85,23096.74,2024-01-06 11:00:00
11271.35,10297.97,1411.35,108.27,23088.95,2024-01-06 12:00:00
11515.52,10104.75,1390.3,92.94,23103.5,2024-01-06 13:00:00
11682.9,10149.67,1595.07,84.26,23511.89,2024-01-06 14:00:00
11421.6,9598.12,1690.22,79.55,22789.48,2024-01-06 15:00:00
11536.24,9533.27,1811.33,84.35,22965.18,2024-01-06 16:00:00
11688.87,10059.03,2168.86,91.22,24007.99,2024-01-06 17:00:00
12436.74,10927.09,2493.96,94.62,25952.41,2024-01-06 18:00:00
12337.82,11054.57,2523.52,93.14,26009.04,2024-01-06 19:00:00
12114.59,11077.3,2496.28,90.53,25778.71,2024-01-06 20:00:00
11799.68,10872.15,2424.79,87.75,25184.36,2024-01-06 21:00:00
11516.35,10673.04,2346.7,83.77,24619.86,2024-01-06 22:00:00
10976.0,10423.37,2205.37,79.88,23684.62,2024-01-06 23:00:00
10554.06,10059.66,2116.73,76.15,22806.6,2024-01-07 00:00:00
10316.33,9684.9,2098.12,75.32,22174.67,2024-01-07 01:00:00
10197.66,9191.89,2013.79,78.43,21481.77,2024-01-07 02:00:00
10181.51,8853.91,1987.18,80.16,21102.75,2024-01-07 03:00:00
9956.13,8653.21,1938.23,83.01,20630.59,2024-01-07 04:00:00
10020.1,8523.67,1929.1,87.93,20560.81,2024-01-07 05:00:00
10149.92,8668.26,1874.39,95.78,20788.35,2024-01-07 06:00:00
10549.18,9041.33,1918.65,103.86,21613.02,2024-01-07 07:00:00
11156.36,9023.76,1928.78,105.83,22214.72,2024-01-07 08:00:00
10885.27,8826.36,1739.38,119.27,21570.28,2024-01-07 09:00:00
10057.17,9010.27,1495.99,112.36,20675.78,2024-01-07 10:00:00
9826.35,9238.49,1395.56,135.26,20595.65,2024-01-07 11:00:00
9582.65,9472.23,1516.94,135.01,20706.83,2024-01-07 12:00:00
9377.4,9758.5,1542.63,140.96,20819.49,2024-01-07 13:00:00
9423.74,10159.61,1630.09,139.37,21352.81,2024-01-07 14:00:00
9462.24,10160.56,1634.01,122.37,21379.19,2024-01-07 15:00:00
9802.6,9486.01,1809.12,82.44,21180.17,2024-01-07 16:00:00
10899.57,10057.23,2165.02,93.16,23214.98,2024-01-07 17:00:00
12163.64,11215.83,2574.25,104.88,26058.6,2024-01-07 18:00:00
12391.19,11473.72,2602.28,106.63,26573.8,2024-01-07 19:00:00
12260.95,11679.54,2566.35,106.95,26613.8,2024-01-07 20:00:00
12066.23,11649.01,2506.39,105.23,26326.86,2024-01-07 21:00:00
11721.41,11402.89,2408.27,102.67,25635.23,2024-01-07 22:00:00
11102.35,10915.19,2242.63,98.29,24358.46,2024-01-07 23:00:00
10528.44,10523.88,2103.61,95.44,23251.38,2024-01-08 00:00:00
10582.17,10079.14,2144.52,94.43,22900.27,2024-01-08 01:00:00
10137.71,9901.42,2118.66,95.08,22252.88,2024-01-08 02:00:00
10662.9,9647.88,2014.88,97.68,22423.34,2024-01-08 03:00:00
10723.1,9620.68,2028.68,100.94,22473.4,2024-01-08 04:00:00
10522.24,9897.98,2089.1,106.49,22615.81,2024-01-08 05:00:00
11201.78,10586.43,2223.68,113.63,24125.52,2024-01-08 06:00:00
12337.18,11799.59,2503.17,121.3,26761.23,2024-01-08 07:00:00
13010.31,12284.52,2652.14,122.03,28068.99,2024-01-08 08:00:00
12502.48,12330.04,2701.3,167.25,27701.07,2024-01-08 09:00:00
11619.12,12000.55,2514.14,165.46,26299.27,2024-01-08 10:00:00
10594.58,12072.25,2280.29,156.42,25103.54,2024-01-08 11:00:00
10690.96,11895.78,2040.96,149.91,24777.61,2024-01-08 12:00:00
10276.15,11661.18,1871.49,109.66,23918.47,2024-01-08 13:00:00
10402.28,11738.08,1806.89,108.88,24056.14,2024-01-08 14:00:00
11009.49,11753.0,1987.84,80.57,24830.91,2024-01-08 15:00:00
10800.8,11315.76,2193.93,82.04,24392.53,2024-01-08 16:00:00
11693.72,11581.35,2475.17,93.55,25843.78,2024-01-08 17:00:00
12883.49,12561.64,2815.46,102.56,28363.16,2024-01-08 18:00:00
13113.51,12724.37,2846.88,103.34,28788.09,2024-01-08 19:00:00
12754.83,12737.22,2791.24,104.48,28387.76,2024-01-08 20:00:00
12461.37,12580.05,2706.84,103.84,27852.1,2024-01-08 21:00:00
11967.3,12265.29,2584.09,102.76,26919.45,2024-01-08 22:00:00
11261.45,11710.51,2379.1,100.05,25451.1,2024-01-08 23:00:00
10579.8,10942.9,2222.03,98.91,23843.63,2024-01-09 00:00:00
10494.48,10520.93,2541.7,99.11,23656.22,2024-01-09 01:00:00
10657.48,10195.95,2505.99,100.68,23460.1,2024-01-09 02:00:00
10407.42,9891.64,2483.95,103.35,22886.35,2024-01-09 03:00:00
10390.2,9941.61,2376.91,107.57,22816.29,2024-01-09 04:00:00
10246.64,10115.99,2249.69,113.37,22725.7,2024-01-09 05:00:00
10778.36,10682.22,2313.83,122.79,23897.2,2024-01-09 06:00:00
11932.02,11890.27,2573.09,131.44,26526.82,2024-01-09 07:00:00
12601.68,12174.46,2678.69,132.09,27586.91,2024-01-09 08:00:00
12645.05,12633.47,2529.5,153.8,27961.83,2024-01-09 09:00:00
12140.32,12737.35,2507.44,163.19,27548.29,2024-01-09 10:00:00
11928.3,12405.27,2066.93,148.34,26548.82,2024-01-09 11:00:00
11803.34,11983.24,1791.14,139.3,25717.02,2024-01-09 12:00:00
11558.93,11257.22,1665.01,115.11,24596.27,2024-01-09 13:00:00
11246.64,10741.23,1631.46,93.48,23712.81,2024-01-09 14:00:00
11211.15,10672.89,1884.6,78.92,23847.56,2024-01-09 15:00:00
10982.57,10589.02,2059.22,80.27,23713.23,2024-01-09 16:00:00
11797.06,11196.34,2413.04,88.59,25495.04,2024-01-09 17:00:00
12750.44,12036.81,2735.45,98.39,27621.09,2024-01-09 18:00:00
12904.82,12247.56,2778.61,103.36,28034.36,2024-01-09 19:00:00
12635.21,12271.71,2743.94,106.09,27756.95,2024-01-09 20:00:00
12351.06,12090.36,2668.41,106.47,27216.31,2024-01-09 21:00:00
11970.1,11870.54,2553.24,105.1,26498.97,2024-01-09 22:00:00
11217.58,11284.11,2358.71,103.17,24963.56,2024-01-09 23:00:00
10520.89,10677.35,2191.7,103.41,23493.34,2024-01-10 00:00:00
10257.21,10267.61,2270.99,103.93,22899.74,2024-01-10 01:00:00
10848.67,9846.46,2187.67,105.88,22988.67,2024-01-10 02:00:00
10447.84,9599.9,2146.54,108.74,22303.02,2024-01-10 03:00:00
10160.44,9647.98,2071.38,112.59,21992.39,2024-01-10 04:00:00
10204.93,9758.14,2127.76,118.93,22209.76,2024-01-10 05:00:00
10463.8,10411.72,2252.96,127.84,23256.33,2024-01-10 06:00:00
11561.54,11433.53,2514.77,136.53,25646.37,2024-01-10 07:00:00
12508.35,11948.32,2635.17,136.07,27227.91,2024-01-10 08:00:00
12687.04,12082.33,2643.01,130.71,27543.09,2024-01-10 09:00:00
12301.09,11847.67,2513.67,127.4,26789.83,2024-01-10 10:00:00
12166.88,11669.36,2312.35,152.69,26301.28,2024-01-10 11:00:00
11958.73,11511.31,2360.29,141.87,25972.2,2024-01-10 12:00:00
11838.07,11516.15,2272.34,117.3,25743.85,2024-01-10 13:00:00
11955.41,11261.03,2144.95,122.83,25484.23,2024-01-10 14:00:00
11942.75,11310.02,2082.48,114.71,25449.96,2024-01-10 15:00:00
12011.21,10931.72,2289.96,83.55,25316.44,2024-01-10 16:00:00
12361.28,11503.71,2464.66,82.03,26411.68,2024-01-10 17:00:00
13113.09,12442.82,2781.85,93.19,28430.96,2024-01-10 18:00:00
13134.67,12551.95,2799.15,95.79,28581.57,2024-01-10 19:00:00
12760.79,12356.23,2740.27,96.59,27953.87,2024-01-10 20:00:00
12455.02,12145.06,2647.63,96.12,27343.83,2024-01-10 21:00:00
12006.34,12091.86,2530.48,93.05,26721.72,2024-01-10 22:00:00
11259.85,11459.67,2330.04,88.49,25138.04,2024-01-10 23:00:00
10628.62,10851.15,2133.9,85.84,23699.51,2024-01-11 00:00:00
10389.1,10272.8,2170.04,85.15,22917.1,2024-01-11 01:00:00
10870.43,9844.54,2122.72,84.97,22922.66,2024-01-11 02:00:00
11005.17,9638.89,2068.29,86.32,22798.64,2024-01-11 03:00:00
10503.29,9453.75,2022.91,94.15,22074.1,2024-01-11 04:00:00
10591.0,9580.32,2017.3,100.41,22289.03,2024-01-11 05:00:00
10672.38,10109.77,2108.24,108.02,22998.41,2024-01-11 06:00:00
11828.64,11068.49,2340.88,117.76,25355.77,2024-01-11 07:00:00
12748.57,11555.87,2455.97,117.89,26878.3,2024-01-11 08:00:00
12652.46,11462.99,2304.98,140.28,26560.71,2024-01-11 09:00:00
11563.92,11167.69,2175.66,161.82,25069.08,2024-01-11 10:00:00
10462.41,11019.69,1985.47,154.89,23622.48,2024-01-11 11:00:00
9882.43,11035.91,1742.55,142.59,22803.48,2024-01-11 12:00:00
9851.64,10924.02,1773.6,129.0,22678.26,2024-01-11 13:00:00
10510.4,10852.51,1843.14,108.62,23314.66,2024-01-11 14:00:00
10775.43,10631.76,1860.12,80.48,23347.79,2024-01-11 15:00:00
10753.76,10635.92,2043.02,83.18,23515.89,2024-01-11 16:00:00
11647.13,11173.29,2386.76,87.11,25294.29,2024-01-11 17:00:00
12835.66,12101.34,2693.63,100.15,27730.78,2024-01-11 18:00:00
13028.21,12193.48,2736.7,103.66,28062.04,2024-01-11 19:00:00
12834.87,12190.93,2684.95,106.36,27817.11,2024-01-11 20:00:00
12590.05,12019.02,2621.97,107.42,27338.45,2024-01-11 21:00:00
12231.83,11984.11,2522.63,106.29,26844.87,2024-01-11 22:00:00
11524.33,11420.74,2368.34,105.38,25418.78,2024-01-11 23:00:00
10841.26,10818.22,2181.5,103.97,23944.96,2024-01-12 00:00:00
11141.7,10372.73,2233.31,104.84,23852.58,2024-01-12 01:00:00
11180.61,9965.91,2150.88,106.74,23404.14,2024-01-12 02:00:00
10647.94,9860.4,2067.03,109.72,22685.1,2024-01-12 03:00:00
10526.32,9922.1,2087.66,114.17,22650.25,2024-01-12 04:00:00
10636.01,10141.0,2105.53,120.74,23003.29,2024-01-12 05:00:00
10977.19,10846.06,2242.32,128.44,24194.02,2024-01-12 06:00:00
12028.32,11762.24,2507.53,136.26,26434.35,2024-01-12 07:00:00
12818.12,12181.02,2655.39,135.27,27789.8,2024-01-12 08:00:00
12503.58,12278.76,2573.43,151.64,27507.42,2024-01-12 09:00:00
11996.31,11844.18,2264.96,167.63,26273.08,2024-01-12 10:00:00
11622.63,11755.63,2004.31,141.75,25524.32,2024-01-12 11:00:00
11058.12,11746.68,1827.37,124.19,24756.36,2024-01-12 12:00:00
11507.88,11716.11,1887.89,118.61,25230.5,2024-01-12 13:00:00
11408.53,11568.85,1862.74,107.82,24947.94,2024-01-12 14:00:00
11597.37,11143.41,1994.61,97.6,24832.99,2024-01-12 15:00:00
12095.17,10695.08,2069.03,86.71,24945.99,2024-01-12 16:00:00
12326.52,11021.46,2354.74,88.58,25791.3,2024-01-12 17:00:00
12983.04,11839.16,2635.29,98.23,27555.72,2024-01-12 18:00:00
12905.75,11914.54,2657.97,101.41,27579.67,2024-01-12 19:00:00
12579.65,11922.32,2609.72,104.69,27216.39,2024-01-12 20:00:00
12365.97,11799.16,2563.79,106.71,26835.63,2024-01-12 21:00:00
11938.82,11755.81,2487.09,104.95,26286.67,2024-01-12 22:00:00
11415.6,11327.37,2356.64,102.38,25202.0,2024-01-12 23:00:00
10856.46,10711.09,2193.85,101.63,23863.03,2024-01-13 00:00:00
10307.27,10109.1,2255.11,101.38,22772.86,2024-01-13 01:00:00
9941.65,9814.04,2145.71,102.87,22004.26,2024-01-13 02:00:00
9922.99,9561.35,2056.57,105.69,21646.6,2024-01-13 03:00:00
9743.05,9471.0,2008.79,108.6,21331.43,2024-01-13 04:00:00
9871.23,9623.91,2020.58,112.44,21628.16,2024-01-13 05:00:00
9779.54,9907.13,2063.53,118.3,21868.5,2024-01-13 06:00:00
10232.51,10279.42,2171.25,125.44,22808.61,2024-01-13 07:00:00
10677.14,10442.89,2254.84,124.97,23499.84,2024-01-13 08:00:00
11409.5,10961.94,2213.43,139.52,24724.39,2024-01-13 09:00:00
11305.75,10909.73,1973.22,127.58,24316.28,2024-01-13 10:00:00
11324.67,11107.96,1944.82,93.81,24471.25,2024-01-13 11:00:00
11389.34,10877.48,1743.54,78.2,24088.55,2024-01-13 12:00:00
11025.92,10498.91,1731.6,98.73,23355.16,2024-01-13 13:00:00
11077.6,10051.78,1514.09,105.6,22749.07,2024-01-13 14:00:00
11398.26,9675.94,1657.85,115.85,22847.9,2024-01-13 15:00:00
11671.36,9264.34,1814.29,78.18,22828.16,2024-01-13 16:00:00
11738.7,9756.0,2131.74,73.19,23699.63,2024-01-13 17:00:00
12359.18,10941.43,2432.51,81.67,25814.78,2024-01-13 18:00:00
12541.52,11186.05,2484.19,83.02,26294.79,2024-01-13 19:00:00
12061.26,11390.31,2465.08,85.49,26002.15,2024-01-13 20:00:00
11794.27,11127.66,2420.33,85.61,25427.87,2024-01-13 21:00:00
11617.38,10906.39,2358.88,83.82,24966.47,2024-01-13 22:00:00
11020.23,10494.17,2233.46,82.43,23830.29,2024-01-13 23:00:00
10361.5,10149.25,2108.55,82.0,22701.31,2024-01-14 00:00:00
10218.01,9738.48,2123.76,81.25,22161.49,2024-01-14 01:00:00
9724.21,9479.7,2040.34,82.0,21326.25,2024-01-14 02:00:00
9767.25,9157.64,1981.96,84.01,20990.87,2024-01-14 03:00:00
9240.12,9058.43,1926.5,87.39,20312.44,2024-01-14 04:00:00
9126.68,8962.73,1916.25,92.06,20097.72,2024-01-14 05:00:00
9245.19,9126.25,1959.07,99.09,20429.62,2024-01-14 06:00:00
9600.03,9370.21,2025.27,106.2,21101.71,2024-01-14 07:00:00
10035.57,9564.73,2120.33,108.37,21829.0,2024-01-14 08:00:00
10019.61,10331.79,2214.18,112.79,22678.38,2024-01-14 09:00:00
9797.22,10635.5,2183.7,141.18,22757.61,2024-01-14 10:00:00
9668.6,10791.8,2182.41,135.0,22777.82,2024-01-14 11:00:00
9306.79,10313.86,2054.58,125.85,21801.08,2024-01-14 12:00:00
9010.1,9806.02,1941.55,120.23,20877.91,2024-01-14 13:00:00
9053.62,9387.86,1732.45,98.13,20272.06,2024-01-14 14:00:00
9199.38,9346.37,1689.48,67.21,20302.43,2024-01-14 15:00:00
9419.9,8871.78,1774.76,57.24,20123.67,2024-01-14 16:00:00
10312.54,9636.65,2118.19,63.16,22130.54,2024-01-14 17:00:00
11357.43,10503.51,2463.08,73.61,24397.63,2024-01-14 18:00:00
11518.35,10580.15,2505.41,76.34,24680.25,2024-01-14 19:00:00
11344.57,10679.65,2476.75,77.9,24578.88,2024-01-14 20:00:00
11114.41,10518.66,2424.8,79.43,24137.3,2024-01-14 21:00:00
10853.97,10389.06,2352.08,79.87,23674.98,2024-01-14 22:00:00
10267.69,10022.8,2195.68,80.09,22566.26,2024-01-14 23:00:00
9735.3,9701.37,2077.84,79.79,21594.31,2024-01-15 00:00:00
9528.94,9200.22,2172.53,81.76,20983.45,2024-01-15 01:00:00
9399.15,8817.77,2015.03,84.01,20315.97,2024-01-15 02:00:00
9449.48,8780.12,1997.7,86.38,20313.7,2024-01-15 03:00:00
9499.85,8810.97,1941.52,90.11,20342.46,2024-01-15 04:00:00
9185.39,8986.67,1995.91,95.84,20263.81,2024-01-15 05:00:00
9539.09,9762.84,2071.24,102.29,21475.46,2024-01-15 06:00:00
10289.35,10567.57,2257.44,110.86,23225.21,2024-01-15 07:00:00
11004.76,10893.5,2340.05,111.04,24349.35,2024-01-15 08:00:00
11189.38,11968.51,2185.57,105.59,25449.06,2024-01-15 09:00:00
11031.65,12109.34,1917.73,99.81,25158.53,2024-01-15 10:00:00
10678.6,10990.45,1741.71,91.61,23502.35,2024-01-15 11:00:00
10561.61,10745.64,1599.18,103.86,23010.29,2024-01-15 12:00:00
10770.45,10451.22,1729.11,87.54,23038.32,2024-01-15 13:00:00
10848.82,10435.59,2025.64,79.61,23389.67,2024-01-15 14:00:00
11150.97,10865.8,2067.74,79.42,24163.94,2024-01-15 15:00:00
11074.86,11331.54,2089.08,75.23,24570.72,2024-01-15 16:00:00
11229.62,11043.88,2330.12,78.39,24682.01,2024-01-15 17:00:00
12262.4,11807.84,2659.88,89.73,26819.85,2024-01-15 18:00:00
12357.37,11862.28,2682.95,93.56,26996.15,2024-01-15 19:00:00
12123.68,11737.0,2611.25,96.12,26568.04,2024-01-15 20:00:00
11835.93,11629.16,2525.84,96.88,26087.82,2024-01-15 21:00:00
11388.24,11339.65,2405.69,94.88,25228.47,2024-01-15 22:00:00
10688.96,10704.84,2224.12,93.04,23710.96,2024-01-15 23:00:00
10093.48,10139.28,2087.35,92.12,22412.23,2024-01-16 00:00:00
9830.06,9687.98,2084.88,93.4,21696.31,2024-01-16 01:00:00
10164.78,9283.06,2009.99,95.78,21553.62,2024-01-16 02:00:00
9664.71,9129.92,1940.05,98.92,20833.6,2024-01-16 03:00:00
9469.55,9207.36,1917.9,102.89,20697.7,2024-01-16 04:00:00
9633.24,9589.7,1965.91,109.71,21298.57,2024-01-16 05:00:00
10256.56,10153.51,2126.18,118.75,22655.0,2024-01-16 06:00:00
11167.23,11253.84,2369.25,128.17,24918.49,2024-01-16 07:00:00
12288.3,11737.12,2483.82,127.41,26636.66,2024-01-16 08:00:00
12476.79,12078.25,2345.29,139.03,27039.36,2024-01-16 09:00:00
12260.77,12063.87,2066.58,152.68,26543.89,2024-01-16 10:00:00
11927.66,11705.39,1752.49,143.65,25529.19,2024-01-16 11:00:00
11561.19,11731.32,1757.86,112.38,25162.76,2024-01-16 12:00:00
11457.16,11636.3,2018.6,126.4,25238.45,2024-01-16 13:00:00
11726.5,11446.45,1943.5,94.17,25210.62,2024-01-16 14:00:00
12180.3,11251.76,2016.15,76.35,25524.56,2024-01-16 15:00:00
11921.85,11000.26,2196.52,66.63,25185.26,2024-01-16 16:00:00
12073.44,11057.34,2373.33,69.04,25573.15,2024-01-16 17:00:00
